Draginja Ljočić Milošević’s 161st Birthday	161 год со дня рождения Драгини Лёчича Милошевича
Ehud Manor’s 74th Birthday	74 года со дня рождения Эхуда Манора
42nd Anniversary of Rio-Niteroi Bridge Opening	42 года назад открыт мост Рио-Нитерой
Eugène Viollet-le-Duc's 200th Birthday	200 лет со дня рождения Эжена Виолле-ле-Дюка
Rosario Castellanos’s 91st birthday	91 год со дня рождения Росарио Кастельяноса
Simone de Beauvoir's 106th Birthday	106 лет со дня рождения Симоны де Бовуар
José Alfredo Jiménez’s 90th Birthday	90 лет со дня рождения Хосе Альфредо Хименеса
Giò Pomodoro's 81st Birthday	81 год со дня рождения Джио Помодоро
203rd anniversary of the First Government Assembly in Chile	203 года со дня первой Ассамблеи правительства Чили
40th Anniversary of Sesame Street - Cookie Monster	40 лет детскому сериалу "Улица Сезам" – Печеньковый Монстр
Anniversary of the First Ascent of Mount Everest	Годовщина первого восхождения на Эверест
The 100th Tour de France	100-ый Тур де Франс
5th birthday of Astro boy and 80th anniversary of Osamu Tezuka	5 лет Астробою и 80 лет со дня рождения Осаму Тедзуки
Inauguration of Hartland Bridge	Торжественное открытие Хартлендского моста
Antoni Tapies 90th Birthday	90 лет со дня рождения Антони Тапиеса
Annie Easley 81st Birthday	81 год со дня рождения Энни Изли
216th Anniversary of the First Parachute Jump	216 лет со дня первого прыжка с парашютом
76th Birthday of Roger Hargreaves	76 лет со дня рождения Роджера Харгривза
134th Birthday of Manuel de Falla	134 года со дня рождения Мануэля де Фалья
125th Birthday of Walter Gropius	125 лет со дня рождения Вальтера Гропиуса
40th anniversary of the first broadcast of Casimir	40 лет со дня первого появления в эфире динозавра Казимира
Anniversary of Belka and Strelka Space Flight	Юбилей полета Белки и Стрелки
World Expo Opens in Shanghai	Открытие Всемирной выставки в Шанхае
44th Anniversary of the First Israeli TV Broadcast	44 года израильскому телевидению
200th Anniversary of Gogol	200 ­лет со дня рождения Н. В. Гоголя
Youssef Chahine’s 89th Birthday	89 лет со дня рождения Юсефа Шахина
Remedios Varo’s 107th Birthday	107 лет со дня рождения Ремедиос Варо
Gloria Fuertes’s 99th birthday	99 лет со дня рождения Глории Фуэртес
Ounsi el-Hajj’s 79th birthday	79 лет со дня рождения Онси эль-Хаджа
Suzanne Lenglen’s 117th birthday	117 лет со дня рождения Сюзанн Ленглен
86th anniversary of the first radio calisthenics broadcast in Japan	86 лет со дня первого появления в радиоэфире утренней зарядки в Японии
Gabriel Vargas’ 100th Birthday	100 лет со дня рождения Габриэля Варгаса
Whina Cooper’s 120th Birthday	120 лет со дня рождения Уины Купер
Jane Jacobs’ 100th birthday	100 лет со дня рождения Джейн Джекобс
Ivan Andreyevich Krylov’s 246th Birthday	246 лет со дня рождения Ивана Андреевича Крылова
Marshall McLuhan’s 105th birthday	105 лет со дня рождения Маршалла Маклюэна
Nettie Stevens’s 155th birthday	155 лет со дня рождения Нетти Стивенс
80th Anniversary of the Opening of the Moscow Metro	80 лет Московскому метрополитену
Park Kyung-ni’s 89th Birthday	89 лет со дня рождения Пак Кен Ни
Chico Mendes’ 71st Birthday	71 год со дня рождения Чико Мендеса
Pencho Slaveykov’s 150th birthday	150 лет со дня рождения Пенчо Славейкова
Laura Ingalls Wilder’s 148th Birthday	148 лет со дня рождения Лоры Инглз Уайлдер
Sunčana Škrinjarić’s 84th Birthday	84 года со дня рождения Сунчаны Шкринярич
The Start of Turkish Youth Week	Начало Недели молодежи в Турции
Roger Raveel’s 95th birthday	95 лет со дня рождения Роже Равеела
Rosario Castellanos’ 91st birthday	91 год со дня рождения Росарио Кастельяноса
Maria Severa Onofriana 196th Birthday	196 лет со дня рождения Марии Северы
Vsevolod Nestayko’s 85th Birthday	85 лет со дня рождения Всеволода Нестайко
The 255th anniversary of the British Museum	255 лет со дня открытия Британского музея
